,INSTNM,WEBADDR,DISAURL
280,Grand Valley State University,https://www.gvsu.edu/sitemap.xml,https://www.gvsu.edu/dsr/sitemap.xml
281,Henry Ford College,An error occurred while accessing sitemap of https://www.hfcc.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.hfcc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.hfcc.edu/assisted-learning/sitemap.xml: 404 Client Error: Not Found for url: https://www.hfcc.edu/assisted-learning/sitemap.xml
282,Jackson College,"An error occurred while validating https://www.jccmi.edu: HTTPSConnectionPool(host='www.jccmi.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))","An error occurred while validating https://www.jccmi.edu/center-for-student-success: HTTPSConnectionPool(host='www.jccmi.edu', port=443): Max retries exceeded with url: /center-for-student-success (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))"
283,Lake Superior State University,"An error occurred while accessing sitemap of http://www.lssu.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.lssu.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddbce0>: Failed to resolve 'www.lssu.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.lssu.edu/academic-services/accessibility is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: https://www.lssu.edu/academic-services/accessibility%20is%20not%20a%20valid%20website/sitemap.xml
284,University of Michigan-Ann Arbor,An error occurred while accessing sitemap of https://umich.edu/sitemap.xml: 404 Client Error: Not Found for url: https://umich.edu/sitemap.xml/,An error occurred while accessing sitemap of https://ssd.umich.edu/sitemap.xml: 404 Client Error: Not Found for url: https://ssd.umich.edu/sitemap.xml
285,Michigan State University,An error occurred while accessing sitemap of https://www.msu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://msu.edu/sitemap,An error occurred while accessing sitemap of https://www.rcpd.msu.edu/services is not a valid website./sitemap.xml: 404 Client Error: Not Found for url: https://www.rcpd.msu.edu/services%20is%20not%20a%20valid%20website./sitemap.xml
286,Michigan Technological University,An error occurred while accessing sitemap of https://www.mtu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.mtu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.mtu.edu/success/disability/sitemap.xml: 404 Client Error: Not Found for url: https://www.mtu.edu/success/disability/sitemap.xml
287,University of Michigan-Dearborn,https://umdearborn.edu/sitemap.xml,An error occurred while accessing sitemap of https://umdearborn.edu/students/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://umdearborn.edu/students/disability-services/sitemap.xml
288,University of Michigan-Flint,https://www.umflint.edu/sitemap.xml,https://www.umflint.edu/disabilitysupportservices/sitemap.xml
289,Northern Michigan University,https://www.nmu.edu/sitemap.xml,https://www.nmu.edu/disabilityservices/sitemap.xml
290,Northwestern Michigan College,An error occurred while accessing sitemap of https://www.nmc.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.nmc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.nmc.edu/student-services/tutoring-support/support-services.html/sitemap.xml: 404 Client Error: Not Found for url: https://www.nmc.edu/student-services/tutoring-support/support-services.html/sitemap.xml
291,Oakland University,https://www.oakland.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.oakland.edu/dss/sitemap.xml: 404 Client Error: Not Found for url: https://www.oakland.edu/dss/sitemap.xml
292,Saginaw Valley State University,An error occurred while accessing sitemap of https://www.svsu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.svsu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.svsu.edu/access/sitemap.xml: 404 Client Error: Not Found for url: https://www.svsu.edu/access/sitemap.xml
293,Schoolcraft Community College District,"An error occurred while accessing sitemap of https://www.schoolcraft.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.schoolcraft.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108db7d90>: Failed to resolve 'www.schoolcraft.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of https://www.schoolcraft.edu/dss/disability-support-services is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://www.schoolcraft.edu/dss/disability-support-services%20is%20not%20a%20valid%20website./sitemap.xml
294,Wayne State University,https://wayne.edu/sitemap.xml,https://studentdisability.wayne.edu/sitemap.xml
295,Western Michigan University,https://wmich.edu/sitemap.xml,An error occurred while accessing sitemap of https://wmich.edu/disabilityservices/sitemap.xml: 404 Client Error: Not Found for url: https://wmich.edu/disabilityservices/sitemap.xml
296,Bemidji State University,https://www.bemidjistate.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.bemidjistate.edu/services/accessibility/sitemap.xml: 404 Client Error: Not Found for url: https://www.bemidjistate.edu/services/accessibility/sitemap.xml
297,Minnesota State University-Mankato,https://mnsu.edu/sitemap.xml,An error occurred while accessing sitemap of https://mnsu.edu/university-life/campus-services/accessibility-resources/sitemap.xml: 404 Client Error: Not Found for url: https://mankato.mnsu.edu:443/university-life/campus-services/accessibility-resources/sitemap.xml
298,Metropolitan State University,https://www.metrostate.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.metrostate.edu/accessibility/sitemap.xml: 404 Client Error: Not Found for url: https://www.metrostate.edu/accessibility/sitemap.xml
299,University of Minnesota-Twin Cities,https://twin-cities.umn.edu/sitemap.xml,An error occurred while accessing sitemap of https://disability.umn.edu/sitemap.xml: 404 Client Error: Not Found for url: https://disability.umn.edu/sitemap.xml
300,University of Minnesota-Crookston,https://crk.umn.edu/sitemap.xml,An error occurred while accessing sitemap of https://crk.umn.edu/disability-resource-center/sitemap.xml: 404 Client Error: Not Found for url: https://crk.umn.edu/disability-resource-center/sitemap.xml
301,University of Minnesota-Duluth,https://www.d.umn.edu/sitemap.xml,An error occurred while accessing sitemap of https://disability-resources.d.umn.edu/sitemap.xml: 404 Client Error: Not Found for url: https://disability-resources.d.umn.edu/sitemap.xml
302,University of Minnesota-Morris,https://morris.umn.edu/sitemap.xml,An error occurred while accessing sitemap of https://morris.umn.edu/directory/disability-resource-center/sitemap.xml: 404 Client Error: Not Found for url: https://morris.umn.edu/directory/disability-resource-center/sitemap.xml
303,Minnesota State University Moorhead,"An error occurred while accessing sitemap of https://www.mnstate.edu/sitemap.xml: HTTPSConnectionPool(host='www.mnstate.edu', port=443): Read timed out. (read timeout=10)","An error occurred while accessing sitemap of https://www.mnstate.edu/accessibility/sitemap.xml: HTTPSConnectionPool(host='www.mnstate.edu', port=443): Read timed out. (read timeout=10)"
304,Saint Cloud State University,An error occurred while accessing sitemap of https://www.stcloudstate.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.stcloudstate.edu/sitemap.xml,https://www.stcloudstate.edu/sas/default.aspx/sitemap.xml
305,Southwest Minnesota State University,https://www.smsu.edu/sitemap.xml,https://www.smsu.edu/campuslife/disabilityservices/sitemap.xml
306,Winona State University,https://www.winona.edu/sitemap.xml,https://www.winona.edu/accessservices/sitemap.xml
307,Alcorn State University,"An error occurred while accessing sitemap of http://www.alcorn.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.alcorn.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddb020>: Failed to resolve 'www.alcorn.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.alcorn.edu/academics/student-services/health-and-disability-services is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: https://www.alcorn.edu/academics/student-services/health-and-disability-services%20is%20not%20a%20valid%20website/sitemap.xml
308,Delta State University,https://www.deltastate.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.deltastate.edu/student-affairs/health-counseling-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.deltastate.edu/student-affairs/health-counseling-services/sitemap.xml
309,Jackson State University,https://www.jsums.edu/sitemap.xml,https://www.jsums.edu/disability/sitemap.xml
310,University of Mississippi,https://www.olemiss.edu/sitemap.xml,https://sds.olemiss.edu/sitemap.xml
311,Mississippi University for Women,https://www.muw.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.muw.edu/ssc/disability/sitemap.xml: 404 Client Error: Not Found for url: https://www.muw.edu/ssc/accessibility/sitemap.xml
312,Mississippi Valley State University,An error occurred while accessing sitemap of https://www.mvsu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.mvsu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.mvsu.edu/prospective-students/admissions/types-of-students/students-with-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.mvsu.edu/prospective-students/admissions/types-of-students/students-with-disabilities/sitemap.xml
313,Mississippi State University,https://www.msstate.edu/sitemap.xml,https://www.drc.msstate.edu/sitemap.xml
314,University of Southern Mississippi,https://www.usm.edu/sitemap.xml,https://www.usm.edu/student-accessibility-services/index.php/sitemap.xml
315,University of Central Missouri,https://www.ucmo.edu/sitemap.xml,https://www.ucmo.edu/offices/accessibility-services/sitemap.xml
316,Ozarks Technical Community College,"An error occurred while accessing sitemap of http://www.otc.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.otc.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddae00>: Failed to resolve 'www.otc.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",https://academics.otc.edu/disabilitysupport/sitemap.xml
317,Harris-Stowe State University,An error occurred while accessing sitemap of https://www.hssu.edu/sitemap.xml: Exceeded 30 redirects.,https://go.hssu.edu/rsp_content.html?wid=41&pid=279/sitemap.xml
318,Lincoln University,https://www.lincolnu.edu/sitemap.xml,https://www.lincolnu.edu/student-life/disability-services/index.html/sitemap.xml
319,Missouri Southern State University,https://www.mssu.edu/sitemap.xml,https://www.mssu.edu/student-affairs/disability-services/sitemap.xml
320,Missouri Western State University,An error occurred while accessing sitemap of https://www.missouriwestern.edu/sitemap.xml: 500 Server Error: Internal Server Error for url: https://www.missouriwestern.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.missouriwestern.edu/saem/accommodation-letters/sitemap.xml: 500 Server Error: Internal Server Error for url: https://www.missouriwestern.edu/saem/accommodation-letters/sitemap.xml
